"","i","j","fij"
"516","Murcia","Château-Thierry",1283172.48483558
"517","Salamanca","Château-Thierry",1146127.92454945
"518","Segovia","Château-Thierry",1076641.172632
"519","Sevilla","Château-Thierry",1504010.54445853
"520","Tarragona","Château-Thierry",897037.772085649
"521","Valladolid","Château-Thierry",1038347.61993502
"522","València","Château-Thierry",1106471.16523191
"523","Santiago de Compostela","Château-Thierry",1149336.22876072
"524","Vitoria-Gasteiz","Château-Thierry",833568.409453967
"525","Xixón","Château-Thierry",926521.234314922
"526","Zaragoza","Château-Thierry",887033.445639495
"527","San Francisco","Château-Thierry",9194705.97143481
"528","Athènes","Château-Thierry",2044445.53293564
"529","Messine","Château-Thierry",1552647.81646781
"530","Torino","Château-Thierry",548030.390122322
"531","Panamá","Château-Thierry",9325730.69428646
"532","Amsterdam","Château-Thierry",385647.732678872
"533","Lisbonne","Château-Thierry",1525510.92727621
"534","Bucarest","Château-Thierry",1799956.93105601
"535","Glasgow","Château-Thierry",6111817.27868899
"536","Liverpool","Château-Thierry",660382.08219874
"537","Londres","Château-Thierry",372467.568185239
"538","Manchester","Château-Thierry",632959.596295296
"539","Neuchâtel","Château-Thierry",348141.998496342
"540","Fribourg","Château-Thierry",255174.393808235
"541","Bourg-en-Bresse","Laon",392112.663107008
"542","Château-Thierry","Laon",60049.6073431546
"543","Laon","Laon",0
"544","Montluçon","Laon",366275.471542614
"545","Vichy","Laon",382657.929220482
"546","Digne-les-Bains","Laon",639809.806839179
"547","Manosque","Laon",657755.760822041
"548","Sisteron","Laon",622084.943842922
"549","Grasse","Laon",703044.52961929
"550","Nice","Laon",708579.175382379
"551","Aubenas","Laon",552414.526756373
"552","Ariège","Laon",762481.407675797
"553","Foix","Laon",749320.447800254
"554","La Bastide-de-Sérou","Laon",747244.900806765
"555","Pailhès","Laon",682476.26369324
"556","Troyes","Laon",144822.810353136
"557","Carcassonne","Laon",712441.129069487
"558","Castans","Laon",689822.888412234
"559","Narbonne","Laon",710667.737100228
"560","Lac de Jouarres","Laon",5164666.6512031
"561","Millau","Laon",608487.574735129
"562","Villefranche de Rouergue","Laon",591536.841066175
"563","Rodez","Laon",584708.109442297
"564","Saverne","Laon",287881.332347863
"565","Strasbourg","Laon",320804.138590708
"566","Aix-en-Provence","Laon",684925.004831995
"567","Arles","Laon",658630.228686382
"568","Aubagne","Laon",712750.509418524
"569","Istres","Laon",680383.453333713
"570","La Ciotat","Laon",726032.618986538
"571","Marseille","Laon",709280.263868269
"572","Martigues","Laon",693069.264625675
"573","Salon de Provence","Laon",667827.872786868
"574","Caen","Laon",292902.357587934
"575","Aurillac","Laon",522745.148067072
"576","Angoulême","Laon",506828.15328863
"577","Jonzac","Laon",549917.813652357
"578","La Rochelle","Laon",520016.027844258
"579","Marennes","Laon",546520.743758488
"580","Saintes","Laon",531115.406076439
"581","Bourges","Laon",290584.949024879
"582","Tulle","Laon",497364.926638856
"583","Guéret","Laon",399392.963449545
"584","Dijon","Laon",270574.960877466
"585","Guingamp","Laon",507076.509702008
"586","Lannion","Laon",524590.199496299
"587","Saint-Brieuc","Laon",480810.422928707
"588","Niort","Laon",471826.517125221
"589","Bergerac","Laon",574572.684843852
"590","Nontron","Laon",500494.900479812
"591","Besançon","Laon",313888.469060869
"592","Montbéliard","Laon",327327.787489188
"593","Crest","Laon",432489.977502993
"594","Montélimar","Laon",562836.99939737
"595","Nyons","Laon",589990.558391657
"596","Valence","Laon",523489.0132804
"597","Evry","Laon",135060.209577165
"598","Pussay","Laon",180244.281809955
"599","Brest","Laon",607339.478872442
"600","Carhaix-Plouguer","Laon",545947.686766096
"601","Chateaulin","Laon",585439.225441757
"602","Concarneau","Laon",585554.908630702
"603","Morlaix","Laon",555264.661786611
"604","Quimper","Laon",593424.655353307
"605","Alès","Laon",605371.902180252
"606","Bagnols-sur-Cèze","Laon",605265.926120355
"607","Nîmes","Laon",638828.41130616
"608","Uzès","Laon",619914.253983177
"609","Auch","Laon",697286.070851885
"610","L'Isle Jourdain","Laon",689015.704840625
"611","Auros","Laon",631613.064054974
"612","Bazas","Laon",640188.731393796
"613","Bordeaux","Laon",613459.87792858
"614","Gans","Laon",635599.882550122
"615","Libourne","Laon",593570.199998293
"616","Langon","Laon",629284.578231501
"617","Sainte-Foy-la-Grande","Laon",584560.163128453
"618","Pointe-à-Pitre","Laon",7061442.6788091
"619","Guebwiller","Laon",321821.133808389
"620","Mulhouse","Laon",340201.728851436
"621","Cazères","Laon",732808.581980132
"622","Toulouse","Laon",682806.63294863
"623","Saint-Gaudens","Laon",751101.704461914
"624","Le Puy-en-Velay","Laon",502473.721726712
"625","Monistrol-sur-Loire","Laon",476499.507868067
"626","Tarbes","Laon",754169.793453029
"627","Annecy","Laon",448851.441391086
"628","Annemasse","Laon",422471.295209099
"629","Limoges","Laon",450464.125323362
"630","Briançon","Laon",566403.729955161
"631","Embrun","Laon",596803.438667687
"632","Gap","Laon",586401.039817208
"633","Veynes","Laon",583293.252863497
"634","Bagneux","Laon",27421.8849495592
"635","Clamart","Laon",130483.959560544
"636","Malakoff","Laon",127350.19023805
"637","Brissac","Laon",631818.253587381
"638","Béziers","Laon",692167.868822241
"639","Ganges","Laon",625508.974013469
"640","Lodève","Laon",648562.170107351
"641","Montpellier","Laon",661758.104619567
"642","Saint Pons de Thomières","Laon",678244.016862258
"643","Lac de Jouarres","Laon",5164666.6512031
"644","Olonzac","Laon",701129.255256779
"645","Saint-Pons-de-Thomières","Laon",678244.016862258
"646","Sète","Laon",684777.595200732
"647","Fougères","Laon",377908.101487931
"648","Rennes","Laon",421193.036104011
"649","Saint-Aubin-du-Cormier","Laon",395738.609587343
"650","Saint-Malo","Laon",423976.688742004
"651","Châteauroux","Laon",338458.374678531
"652","Chinon","Laon",365642.043348031
"653","Tours","Laon",324598.435180885
"654","Bourgoin-Jallieu","Laon",459264.7979267
"655","Grenoble","Laon",512019.225384231
"656","La Côte-Saint-André","Laon",443351.489374344
"657","Lons le Saunier","Laon",352141.51070189
"658","Lons-le-Saunier","Laon",352141.51070189
"659","Saint-Denis de la Réunion","Laon",11397578.2402042
"660","Saint-Leu","Laon",11445021.5592052
"661","Mont-de-Marsan","Laon",704373.251177304
"662","Montbrison","Laon",441028.331730151
"663","Roanne","Laon",393549.092512702
"664","Saint-Étienne","Laon",461913.285607018
"665","Blain","Laon",460385.812866096
"666","Châteaubriant","Laon",421317.040522982
"667","Nantes","Laon",463666.454334127
"668","Saint-Nazaire","Laon",501062.326915312
"669","Blois","Laon",277047.379987426
"670","Montargis","Laon",185815.280367274
"671","Orléans","Laon",5722346.76791477
"672","Figeac","Laon",563586.964607546
"673","Cahors","Laon",592006.064604433
"674","Agen","Laon",638141.604756976
"675","Villeneuve-sur-Lot","Laon",614460.416525251
"676","Florac","Laon",582294.127858207
"677","Angers","Laon",385865.472152285
"678","Saint-Lô","Laon",346049.488213836
"679","Châlons-en-Champagne","Laon",86571.4834540305
"680","Reims","Laon",45352.5807341228
"681","Fort-de-France","Laon",7195696.26691719
"682","Craon","Laon",386736.843643209
"683","Laval","Laon",362750.44286416
"684","Nancy","Laon",210709.083732756
"685","Lorient","Laon",552613.84867985
"686","Questembert","Laon",495064.614219292
"687","Vannes","Laon",515705.486338005
"688","Metz","Laon",192243.69005778
"689","Nevers","Laon",287782.73315708
"690","Lille","Laon",125047.659322989
"691","Valenciennes","Laon",88743.7816896528
"692","Avrechy","Laon",87447.3168990904
"693","Beauvais","Laon",112008.114449464
"694","Alençon","Laon",287359.293992708
"695","Paris (Belleville Ménilmontant)","Laon",118482.840283804
"696","Paris (Denfert-Rochereau)","Laon",124070.305136337
"697","Paris (Place des Fêtes)","Laon",121594.246476557
"698","Paris (Menilmontant-Sorbier)","Laon",118482.840283804
"699","Paris (République)","Laon",5941045.8496461
"700","Arras","Laon",101076.761873961
"701","Boulogne-sur-Mer","Laon",193346.439509191
"702","Béthune","Laon",127190.040775846
"703","Calais","Laon",198246.835555205
"704","Saint-Omer","Laon",164450.515458786
"705","Ambert","Laon",446145.860540224
"706","Clermont-Ferrand","Laon",422775.581290978
"707","Accous","Laon",800827.918784456
"708","Bayonne","Laon",779150.320519372
"709","Pau","Laon",760700.738898747
"710","Vallée d'Aspe","Laon",5038371.54277967
"711","Prades","Laon",777390.209701366
"712","Perpignan","Laon",765397.573356884
"713","Lyon","Laon",432669.030030451
"714","Le Mans","Laon",305165.842804971
"715","Chambéry","Laon",476708.676858123
"716","Chalon-sur-Saône","Laon",321816.292073351
"717","Mâcon","Laon",373514.667257894
"718","Fontainebleau","Laon",145461.338780552
"719","Marne la Vallée","Laon",146326.635803969
"720","Melun","Laon",133832.907236838
"721","Fécamp","Laon",235442.861003178
"722","Le Havre","Laon",254513.107017539
"723","Rouen","Laon",183608.677437962
"724","Aubervilliers","Laon",115607.912427231
"725","Clichy","Laon",120834.057377792
"726","Montreuil","Laon",166602.982811711
"727","Noisy-le-Sec","Laon",113302.856029152
"728","Pantin","Laon",115780.820197155
"729","Saint-Denis","Laon",115531.495876569
"730","Saint-Ouen","Laon",118549.169404083
"731","Abbeville","Laon",142064.920080642
"732","Amiens","Laon",102382.014611595
"733","Albi","Laon",636280.475890659
"734","Gaillac","Laon",642778.47883704
"735","Moissac","Laon",636565.336396815
"736","Saint-Antonin-Noble-Val","Laon",617807.494151423
"737","Belfort","Laon",320942.100546253
"738","Créteil","Laon",121750.832048314
"739","Ivry-sur-seine","Laon",122843.892243354
"740","Villejuif","Laon",125873.106594249
"741","Bonneuil-sur-Marne","Laon",120736.037331888
"742","Vitry-sur-Seine","Laon",124510.65707176
"743","Cergy","Laon",128375.003104665
"744","Draguignan","Laon",703887.801426605
"745","Toulon","Laon",737085.351516874
"746","Avignon","Laon",630407.859961202
"747","La Roche-sur-Yon","Laon",494364.302712917
"748","Les Sables d'Olonne","Laon",527501.982187281
"749","Poitiers","Laon",411889.096941919
"750","Plombières-les-Bains","Laon",274047.840393628
"751","Épinal","Laon",258797.984518827
"752","Auxerre","Laon",196729.275578874
"753","Sens","Laon",153998.265560246
"754","Tonnerre","Laon",191689.661308611
"755","Élancourt","Laon",150693.634355525
"756","La Verrière","Laon",318448.097406351
"757","Mantes la Jolie","Laon",152815.80404787
"758","Rambouillet","Laon",165619.309176591
"759","Saint-Quentin-en-Yvelines","Laon",165360.864126495
"760","Leipzig","Laon",653290.255543229
"761","München","Laon",604635.581726234
"762","Berlin","Laon",760804.953500703
"763","Bruxelles","Laon",152017.000215959
"764","Charleroi","Laon",111305.361937843
"765","Gent","Laon",166032.329609648
"766","Liège","Laon",184466.041307382
"767","Louvain-la-Neuve","Laon",141934.957643467
"768","Namur","Laon",134407.458982173
"769","Tournai","Laon",117105.584429941
"770","Rio de Janeiro","Laon",11520819.9259268
"771","Montréal","Laon",5591692.3497134
"772","Trois-Rivières","Laon",7096065.86298709
"773","A Coruña","Laon",1148649.33222732
"774","Alcalá de Guadaíra","Laon",1559814.4215647
"775","Avilés","Laon",988845.80570863
"776","Barcelone","Laon",916341.287337405
"777","Bilbao","Laon",861866.797741938
"778","Dos Hermanas","Laon",1568944.28191588
"779","Elche","Laon",1304049.42331499
"780","Granada","Laon",9270906.11214967
"781","Huesca","Laon",882246.88566663
"782","La Rioja","Laon",931637.796601358
"783","Lugo","Laon",1125575.04525027
"784","Madrid","Laon",1168423.37946513
"785","Málaga","Laon",1571723.66547736
"786","Murcia","Laon",1343141.41821365
"787","Salamanca","Laon",1200116.27515204
"788","Segovia","Laon",1132928.79047531
"789","Sevilla","Laon",1561001.53997058
"790","Tarragona","Laon",956978.179038207
"791","Valladolid","Laon",1092833.69385488
"792","València","Laon",1166486.62049649
"793","Santiago de Compostela","Laon",1194179.61412896
"794","Vitoria-Gasteiz","Laon",889762.138659942
"795","Xixón","Laon",975202.818560493
"796","Zaragoza","Laon",946455.984228875
"797","San Francisco","Laon",9169521.59584877
"798","Athènes","Laon",2059880.62336705
"799","Messine","Laon",1584611.90833727
"800","Torino","Laon",586020.363482444
"801","Panamá","Laon",9337169.24704204
"802","Amsterdam","Laon",325598.514082826
"803","Lisbonne","Laon",1577468.01595875
"804","Bucarest","Laon",1793524.97794699
"805","Glasgow","Laon",6101351.80143279
"806","Liverpool","Laon",628308.134247229
"807","Londres","Laon",342999.148682666
"808","Manchester","Laon",597676.859402377
"809","Neuchâtel","Laon",377003.07508541
"810","Fribourg","Laon",252295.210432435
"811","Bourg-en-Bresse","Montluçon",202180.808127014
"812","Château-Thierry","Montluçon",306329.334111865
"813","Laon","Montluçon",366275.471542614
"814","Montluçon","Montluçon",0
"815","Vichy","Montluçon",67136.336616711
"816","Digne-les-Bains","Montluçon",378705.122618775
"817","Manosque","Montluçon",374006.426334764
"818","Sisteron","Montluçon",353773.368778203
"819","Grasse","Montluçon",452017.920350952
"820","Nice","Montluçon",469729.566886231
"821","Aubenas","Montluçon",236370.597117039
"822","Ariège","Montluçon",396209.711961175
"823","Foix","Montluçon",383059.552403752
"824","La Bastide-de-Sérou","Montluçon",381231.923035404
"825","Pailhès","Montluçon",326565.925247327
"826","Troyes","Montluçon",244057.670199055
"827","Carcassonne","Montluçon",347950.783540946
"828","Castans","Montluçon",326086.519094347
"829","Narbonne","Montluçon",352121.981232924
"830","Lac de Jouarres","Montluçon",5249921.11131514
"831","Millau","Montluçon",251436.771457129
"832","Villefranche de Rouergue","Montluçon",225261.450331076
"833","Rodez","Montluçon",220908.79938146
"834","Saverne","Montluçon",446215.675645389
"835","Strasbourg","Montluçon",460702.414144018
"836","Aix-en-Provence","Montluçon",384211.946601392
"837","Arles","Montluçon",335955.712098558
"838","Aubagne","Montluçon",411640.886718689
"839","Istres","Montluçon",365826.56827537
"840","La Ciotat","Montluçon",424078.932759975
"841","Marseille","Montluçon",402491.782627197
"842","Martigues","Montluçon",378929.137823719
"843","Salon de Provence","Montluçon",358369.257813629
"844","Caen","Montluçon",386582.857543481
"845","Aurillac","Montluçon",157256.717514311
"846","Angoulême","Montluçon",204516.497685018
"847","Jonzac","Montluçon",255702.468838763
"848","La Rochelle","Montluçon",290250.654415996
"849","Marennes","Montluçon",292784.9850181
"850","Saintes","Montluçon",258942.371076142
"851","Bourges","Montluçon",83774.0902588424
"852","Tulle","Montluçon",135614.571141035
"853","Guéret","Montluçon",59757.171886938
"854","Dijon","Montluçon",215230.317722396
"855","Guingamp","Montluçon",498945.518316909
"856","Lannion","Montluçon",527897.527058793
"857","Saint-Brieuc","Montluçon",471072.192272317
"858","Niort","Montluçon",236250.662722539
"859","Bergerac","Montluçon",233538.464423476
"860","Nontron","Montluçon",175519.928017761
"861","Besançon","Montluçon",279105.75386434
"862","Montbéliard","Montluçon",344324.758515192
"863","Crest","Montluçon",82978.6323970898
"864","Montélimar","Montluçon",259295.409598517
"865","Nyons","Montluçon",295893.268442496
"866","Valence","Montluçon",236844.449106196
"867","Evry","Montluçon",254861.765736189
"868","Pussay","Montluçon",228024.50573733
"869","Brest","Montluçon",581505.590730937
"870","Carhaix-Plouguer","Montluçon",513768.603576706
"871","Chateaulin","Montluçon",546561.385098066
"872","Concarneau","Montluçon",523515.042755965
"873","Morlaix","Montluçon",545182.50004432
"874","Quimper","Montluçon",540291.106294365
"875","Alès","Montluçon",271943.162269613
"876","Bagnols-sur-Cèze","Montluçon",289162.25133319
"877","Nîmes","Montluçon",310285.951531635
"878","Uzès","Montluçon",295152.156045039
"879","Auch","Montluçon",338944.075991666
"880","L'Isle Jourdain","Montluçon",325719.398919395
"881","Auros","Montluçon",297210.183064106
"882","Bazas","Montluçon",305868.97245982
"883","Bordeaux","Montluçon",299029.315157435
"884","Gans","Montluçon",300335.304032005
"885","Libourne","Montluçon",272725.883245755
"886","Langon","Montluçon",298480.265840907
"887","Sainte-Foy-la-Grande","Montluçon",249905.140553383
"888","Pointe-à-Pitre","Montluçon",6953681.09984393
"889","Guebwiller","Montluçon",390115.989954872
"890","Mulhouse","Montluçon",391906.592856154
"891","Cazères","Montluçon",368346.049143066
"892","Toulouse","Montluçon",317357.466254011
"893","Saint-Gaudens","Montluçon",388733.150456591
"894","Le Puy-en-Velay","Montluçon",174793.562467814
"895","Monistrol-sur-Loire","Montluçon",168263.110201491
"896","Tarbes","Montluçon",398874.23822357
"897","Annecy","Montluçon",276716.720454535
"898","Annemasse","Montluçon",279822.46096957
"899","Limoges","Montluçon",117877.193045733
"900","Briançon","Montluçon",352940.219333155
"901","Embrun","Montluçon",362283.776108697
"902","Gap","Montluçon",335834.854349002
"903","Veynes","Montluçon",321639.007969809
"904","Bagneux","Montluçon",350139.058630564
"905","Clamart","Montluçon",274582.379453217
"906","Malakoff","Montluçon",276240.144403898
